ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ	DE
2931491	SSTISAGEMA_J052414.12-694151.2		123276764	1008314729	1539917315	0	1620487354	81.058872	-69.697583	99.999	99.999	20.428	0.27	16.549	0.14	14.326	0.097	12	0.02	10.9	0.01	10.24	0.025	9.619	0.025	9.603	0.018	9.438	0.026	9.049	0.03	99.999	99.999																																																																				
6619	SSTISAGEMA_J045902.01-653436.5	SSTM1SAGE1_J045902.08-653436.7	103685019	0	1537165691	1529282180	0	74.758376	-65.576833	99.999	99.999	21.054	0.148	17.534	0.059	13.962	0.038	12.152	0.023	10.929	0.027	10.176	0.025	9.355	0.028	9.526	0.023	9.569	0.025	8.961	0.021	8.753	0.032																																																																				
23812	SSTISAGEMA_J052417.36-694307.0	SSTM1SAGE1_J052417.34-694306.6	123095377	1008328580	1539923610	1529332372	1620487356	81.072354	-69.718633	99.999	99.999	18.187	0.058	16.943	0.054	14.74	0.118	12.88	0.02	11.83	0.01	11.25	0.01	10.413	0.023	10.504	0.019	10.362	0.029	9.959	0.026	9.967	0.086																																																																				
53977	SSTISAGEMA_J052556.35-730934.0	SSTM1SAGE1_J052556.25-730933.9	0	0	1540120407	1529287358	0	81.484829	-73.159457	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.254	0.021	11.029	0.021	10.313	0.023	9.525	0.042	9.655	0.021	9.641	0.027	9.042	0.027	9.001	0.036																																																																				
37719	SSTISAGEMA_J054407.76-722735.6	SSTM1SAGE1_J054407.73-722736.1	111702040	0	1542010285	1529286403	1629806915	86.032348	-72.459904	20.243	0.215	20.03	0.049	17.465	0.046	14.033	0.066	12.409	0.025	11.145	0.023	10.384	0.022	9.592	0.037	9.723	0.028	9.81	0.041	9.192	0.034	8.963	0.04																																																																				
52024	SSTISAGEMA_J045139.12-654428.9	SSTM1SAGE1_J045139.07-654429.0	0	0	1536672425	1529282732	0	72.913037	-65.741385	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.085	0.021	10.883	0.024	10.119	0.023	9.245	0.047	9.451	0.027	9.544	0.04	8.929	0.03	8.784	0.039																																																																				
48599	SSTISAGEMA_J052052.83-691819.8	SSTM1SAGE1_J052052.80-691819.7	0	1007469668	1539519171	1529274428	1600528263	80.220152	-69.305501	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.63	0.01	10.52	0.01	9.928	0.025	9.029	0.025	9.249	0.015	9.341	0.02	8.667	0.018	8.131	0.022																																																																				
31751	SSTISAGEMA_J053400.99-704353.0	SSTM1SAGE1_J053401.06-704353.1	118627643	1010912717	1541060523	1529301898	1624765652	83.504133	-70.731402	99.999	99.999	19.942	0.067	16.946	0.031	14.184	0.029	12.76	0.02	11.7	0.02	11.05	0.02	10.127	0.022	10.225	0.023	10.13	0.026	9.507	0.027	9.445	0.041																																																																				
12279	SSTISAGEMA_J050821.68-692517.3	SSTM1SAGE1_J050821.64-692517.1	105325917	1004370503	1538066403	1529300143	1609137583	77.090363	-69.42149	99.999	99.999	20.976	0.135	17.872	0.156	14.24	0.053	12.73	0.02	11.44	0.02	10.54	0.02	9.74	0.024	9.78	0.021	9.786	0.028	9.375	0.023	9.4	0.057																																																																				
8828	SSTISAGEMA_J050328.17-692257.2	SSTM1SAGE1_J050328.17-692257.6	121337566	1003271748	1537560643	1529287031	1609688314	75.867389	-69.382568	99.999	99.999	20.236	0.107	17.188	0.084	13.84	0.042	12.41	0.02	11.31	0.02	10.55	0.02	9.649	0.021	9.761	0.02	9.733	0.024	9.241	0.026	8.988	0.04																																																																				
24780	SSTISAGEMA_J052529.31-720023.7	SSTM1SAGE1_J052529.16-720024.3	108408261	1008632204	1540066603	1529317968	0	81.372128	-72.006591	99.999	99.999	19.095	0.041	16.838	0.027	14.304	0.03	13.02	0.01	12.01	0.01	11.41	0.01	10.632	0.02	10.594	0.022	10.277	0.028	9.905	0.029	9.761	0.061																																																																				
15605	SSTISAGEMA_J051230.06-700738.5	SSTM1SAGE1_J051230.02-700738.9	118205959	1005392536	1538528800	1529325942	1606137696	78.125282	-70.127363	99.999	99.999	21.102	0.166	18.821	0.103	15.748	0.057	13.7	0.01	12.66	0.01	12.04	0.01	11.121	0.026	11.133	0.025	10.922	0.025	10.603	0.033	9.88	0.066																																																																				
5943081	SSTISAGEMA_J051358.80-692458.8		0	1005753492	1538698801	0	1605496743	78.495028	-69.416357	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	13.2	0.01	12.01	0.01	11.18	0.01	10.295	0.028	10.327	0.022	10.173	0.026	9.98	0.045	99.999	99.999																																																																				
20186	SSTISAGEMA_J051955.94-694805.8	SSTM1SAGE1_J051955.98-694806.0	116485209	1007233932	1539405915	1529278287	1602344987	79.983094	-69.801627	99.999	99.999	20.996	0.09	16.679	0.104	13.771	0.088	11.69	0.01	10.675	0.027	10.007	0.021	9.183	0.033	9.295	0.017	9.201	0.028	8.672	0.021	8.5	0.027																																																																				
16083	SSTISAGEMA_J051322.05-683159.4	SSTM1SAGE1_J051322.01-683159.6	106213063	1005603531	1538628281	1529295675	1605090717	78.341889	-68.533177	99.999	99.999	19.575	0.081	18.594	0.335	14.518	0.042	12.84	0.01	11.66	0.02	10.87	0.02	10.148	0.018	10.14	0.017	10.048	0.02	9.88	0.026	9.281	0.044																																																																				
21970	SSTISAGEMA_J052143.81-684318.1	SSTM1SAGE1_J052143.69-684318.0	107668618	1007678407	1539620271	1529301940	1601486265	80.432573	-68.721713	99.999	99.999	19.738	0.055	16.675	0.035	13.885	0.037	12.77	0.02	11.54	0.02	10.66	0.02	9.812	0.027	9.821	0.02	9.683	0.026	9.375	0.028	9.446	0.038																																																																				
51442	SSTISAGEMA_J053117.87-702143.3	SSTM1SAGE1_J053117.80-702143.5	0	1010184476	1540755044	1529281480	1625360779	82.824496	-70.362049	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.94	0.02	10.88	0.02	10.329	0.021	9.394	0.033	9.595	0.017	9.601	0.029	9.014	0.022	8.711	0.029																																																																				
17653	SSTISAGEMA_J051539.62-675758.4	SSTM1SAGE1_J051539.69-675758.9	106615095	1006157838	1538896436	1529292503	1604722521	78.915093	-67.966232	99.999	99.999	20.082	0.042	15.596	0.051	13.505	0.039	12.43	0.01	11.46	0.01	10.79	0.02	10.3	0.018	10.154	0.019	10.141	0.02	9.807	0.022	9.184	0.043																																																																				
27310	SSTISAGEMA_J052852.29-695740.7	SSTM1SAGE1_J052852.27-695740.8	113267214	1009530564	1540470644	1529275004	1619809487	82.217908	-69.961318	99.999	99.999	20.369	0.169	16.844	0.061	13.618	0.055	11.81	0.02	10.63	0.01	9.871	0.025	8.95	0.031	9.11	0.015	9.038	0.026	8.532	0.019	8.198	0.028																																																																				
24013	SSTISAGEMA_J052441.59-700526.1	SSTM1SAGE1_J052441.61-700526.3	113072335	1008431199	1539971994	1529294267	1620707538	81.173301	-70.090607	99.999	99.999	19.37	0.078	16.42	0.086	13.885	0.071	12.19	0.01	11.15	0.01	10.58	0.021	9.78	0.028	9.815	0.018	9.669	0.022	9.216	0.027	9.239	0.041																																																																				
58601	SSTISAGEMA_J050430.12-683712.4	SSTM1SAGE1_J050430.12-683712.9	0	1003495757	1537662453	1529298305	1608810418	76.125527	-68.620124	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.49	0.02	11.34	0.01	10.71	0.03	9.828	0.021	9.951	0.019	9.972	0.021	9.454	0.024	9.352	0.048																																																																				
27670	SSTISAGEMA_J052950.53-684721.5	SSTM1SAGE1_J052950.51-684721.5	119820392	1009790078	1540585225	1529330982	1622909755	82.460542	-68.78931	99.999	99.999	21.44	0.171	17.328	0.035	15.149	0.025	13.27	0.01	12.23	0.01	11.5	0.02	10.565	0.03	10.533	0.019	10.207	0.041	9.948	0.034	9.949	0.064																																																																				
29605	SSTISAGEMA_J053207.65-713747.8	SSTM1SAGE1_J053207.65-713747.8	109654602	1010409670	1540850137	1529280971	1626509728	83.03188	-71.629958	99.999	99.999	22.639	0.283	18.213	0.038	14.489	0.036	11.78	0.01	10.74	0.01	10.08	0.02	9.54	0.019	9.522	0.017	9.52	0.026	8.967	0.023	8.683	0.026																																																																				
47889	SSTISAGEMA_J045914.52-691212.6	SSTM1SAGE1_J045914.48-691212.7	0	1002436232	1537182654	1529272555	1613048450	74.810535	-69.20351	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.63	0.01	10.45	0.01	9.679	0.023	8.647	0.035	8.836	0.034	8.758	0.019	8.279	0.023	7.864	0.024																																																																				
22081	SSTISAGEMA_J052224.83-693837.4	SSTM1SAGE1_J052224.84-693837.3	107818171	1007847435	1539702151	1529269671	1602523065	80.603464	-69.643746	21.424	0.537	18.652	0.095	16.663	0.046	14.383	0.047	12.46	0.01	11.5	0.01	11.04	0.01	10.436	0.026	10.295	0.026	9.963	0.023	9.021	0.024	7.186	0.023																																																																				
22081	SSTISAGEMA_J052224.83-693837.4	SSTM1SAGE1_J052224.84-693837.3	107818171	1007847435	1539702151	1529269671	1602523065	80.603464	-69.643746	21.424	0.537	18.652	0.095	16.663	0.046	14.383	0.047	12.46	0.01	11.5	0.01	11.04	0.01	10.436	0.026	10.295	0.026	9.963	0.023	9.021	0.024	7.186	0.023																																																																				
3912991	SSTISAGEMA_J053520.04-694845.7		119374812	1011260101	1541199311	0	1623980725	83.833511	-69.812721	99.999	99.999	20.762	0.088	17.496	0.055	14.095	0.068	12.21	0.02	11.02	0.01	10.346	0.025	9.515	0.034	9.488	0.019	9.247	0.025	8.765	0.023	99.999	99.999																																																																				
966084	SSTISAGEMA_J050029.69-683637.4		113587675	1002666963	1537287504	0	1612275201	75.123748	-68.610414	99.999	99.999	19.26	0.059	16.593	0.044	14.276	0.092	12.21	0.01	11.47	0.01	11.11	0.01	11.121	0.038	10.73	0.03	10.594	0.031	10.414	0.03	99.999	99.999																																																																				
50739	SSTISAGEMA_J052905.37-684631.2	SSTM1SAGE1_J052905.40-684631.2	0	1009588640	1540496611	1529279325	1622900581	82.272416	-68.77534	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.99	0.01	10.83	0.02	10.109	0.019	9.309	0.032	9.234	0.019	9.059	0.024	8.659	0.021	8.579	0.027																																																																				
28200	SSTISAGEMA_J053010.17-674955.0	SSTM1SAGE1_J053010.15-674955.3	109286763	1009879145	1540623323	1529286092	1622491729	82.542382	-67.831966	99.999	99.999	21.552	0.142	17.471	0.027	13.984	0.039	12.56	0.01	11.32	0.01	10.422	0.025	9.467	0.034	9.511	0.016	9.421	0.029	9.028	0.027	8.949	0.039																																																																				
2414	SSTISAGEMA_J045150.87-671832.1	SSTM1SAGE1_J045150.88-671831.8	102603878	1001124751	1536682894	1529292332	1616171403	72.961969	-67.308929	99.999	99.999	20.365	0.049	17.503	0.209	14.363	0.028	12.55	0.02	11.37	0.02	10.72	0.022	9.78	0.025	9.805	0.02	9.704	0.026	9.2	0.027	9.178	0.055																																																																				
8613	SSTISAGEMA_J050242.91-680711.4	SSTM1SAGE1_J050242.81-680711.5	104338549	1003111844	1537488444	1529277263	1611848346	75.678833	-68.119843	99.999	99.999	20.87	0.102	18.223	0.14	14.548	0.04	12.78	0.02	11.46	0.01	10.473	0.023	9.491	0.025	9.53	0.016	9.52	0.022	9.042	0.022	8.419	0.029																																																																				
22730	SSTISAGEMA_J052259.81-690533.6	SSTM1SAGE1_J052259.75-690533.4	107941869	1007993656	1539770976	1529275918	1619214874	80.749224	-69.092668	21.452	0.339	19.393	0.09	19.672	0.07	14.883	0.025	13.67	0.01	12.3	0.02	11.3	0.02	10.26	0.022	9.884	0.02	9.557	0.024	9.233	0.026	8.292	0.03																																																																				
3496	SSTISAGEMA_J045350.42-683640.1	SSTM1SAGE1_J045350.40-683640.5	121915418	1001442132	1536797340	1529294998	1615047752	73.460085	-68.611144	99.999	99.999	20.135	0.085	17.756	0.04	15.158	0.138	12.33	0.01	11.42	0.01	10.8	0.02	10.419	0.025	10.106	0.023	9.826	0.026	9.711	0.031	9.261	0.047																																																																				
4465890	SSTISAGEMA_J054314.08-693848.7		120516694	1013128815	1541935936	0	1631123102	85.808698	-69.646874	99.999	99.999	20.678	0.101	17.611	0.05	14.659	0.122	13.1	0.01	12.06	0.02	11.44	0.01	10.632	0.025	10.553	0.025	10.355	0.025	9.922	0.029	99.999	99.999																																																																				
3756	SSTISAGEMA_J045349.19-690909.2	SSTM1SAGE1_J045349.14-690909.3	102872522	1001438986	1536796100	1529271578	1615356590	73.454992	-69.152557	99.999	99.999	20.145	0.117	18.72	0.097	14.55	0.059	12.45	0.02	11.07	0.01	10.03	0.03	8.82	0.022	8.538	0.018	8.238	0.015	7.885	0.013	7.68	0.026																																																																				
46705	SSTISAGEMA_J052304.65-690757.8	SSTM1SAGE1_J052304.61-690757.7	0	1008014727	1539780584	1529269806	1619360560	80.769414	-69.132731	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.44	0.01	11.02	0.02	10	0.03	8.548	0.024	8.26	0.024	7.986	0.017	7.562	0.016	7.228	0.019																																																																				
47879	SSTISAGEMA_J052528.19-690713.3	SSTM1SAGE1_J052528.13-690714.0	0	1008627390	1540064355	1529272128	1619381426	81.367491	-69.120371	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	13.61	0.02	12.15	0.02	10.93	0.02	9.331	0.036	8.867	0.03	8.534	0.021	8.178	0.019	7.792	0.022																																																																				
42845	SSTISAGEMA_J055653.56-670412.4	SSTM1SAGE1_J055653.52-670412.2	116569724	0	1542731072	1529270712	0	89.223193	-67.070113	99.999	99.999	22.623	0.337	19.193	0.035	14.633	0.041	12.382	0.036	10.96	0.036	9.851	0.021	8.883	0.04	8.542	0.038	8.285	0.02	7.831	0.019	7.484	0.028																																																																				
25071	SSTISAGEMA_J052554.97-694353.7	SSTM1SAGE1_J052554.91-694354.0	108485057	1008743457	1540117583	1529274618	1619987368	81.479075	-69.731608	19.479	0.183	18.632	0.175	16.544	0.093	14.307	0.075	12.745	0.032	11.39	0.01	10.967	0.026	9.842	0.02	9.612	0.02	9.266	0.022	8.821	0.023	8.152	0.026																																																																				
25071	SSTISAGEMA_J052554.97-694353.7	SSTM1SAGE1_J052554.91-694354.0	108485057	1008743457	1540117583	1529274618	1619987368	81.479075	-69.731608	19.479	0.183	18.632	0.175	16.544	0.093	14.307	0.075	12.745	0.032	11.39	0.01	10.967	0.026	9.842	0.02	9.612	0.02	9.266	0.022	8.821	0.023	8.152	0.026																																																																				
29393	SSTISAGEMA_J053103.43-704657.8	SSTM1SAGE1_J053103.40-704657.9	121826631	1010118789	1540727004	1529279466	1625948480	82.76431	-70.782746	99.999	99.999	21.186	0.095	17.418	0.03	14.731	0.032	12.6	0.01	11.42	0.01	10.56	0.02	9.561	0.025	9.249	0.02	8.934	0.036	8.682	0.024	8.589	0.028																																																																				
14566	SSTISAGEMA_J051111.07-695705.8	SSTM1SAGE1_J051111.05-695705.7	115735466	1005061781	1538379029	1529268136	1606751984	77.796139	-69.951632	99.999	99.999	19.814	0.077	16.363	0.052	13.781	0.051	12.12	0.01	10.99	0.01	10.137	0.023	9.015	0.031	8.652	0.027	8.167	0.021	7.63	0.017	6.572	0.013																																																																				
210919	SSTISAGEMA_J044049.63-705934.0		101589443	1000050480	1536276457	0	0	70.206832	-70.992791	99.999	99.999	21.16	0.087	18.994	0.089	15.337	0.03	12.16	0.01	10.88	0.02	10.473	0.021	9.023	0.046	8.898	0.026	8.72	0.027	8.347	0.019	99.999	99.999																																																																				
27302	SSTISAGEMA_J052521.10-690853.6	SSTM1SAGE1_J052521.10-690853.5	115942912	1008596702	1540050541	1529293161	1619381415	81.337954	-69.148224	99.999	99.999	21.38	0.149	18.946	0.06	14.807	0.027	13.64	0.02	12.27	0.02	11.31	0.02	9.889	0.02	9.612	0.021	9.362	0.027	9.085	0.026	9.206	0.048																																																																				
49867	SSTISAGEMA_J051443.05-681652.2	SSTM1SAGE1_J051442.95-681652.6	0	1005929018	1538785227	1529277743	1604647959	78.679404	-68.281171	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.65	0.01	11.66	0.01	11.334	0.023	10.047	0.025	9.663	0.014	9.321	0.023	9.028	0.025	8.459	0.034																																																																				
4517906	SSTISAGEMA_J054403.99-654600.4		114741021	0	1542005163	0	0	86.016656	-65.766799	20.326	0.197	19.826	0.039	17.149	0.031	14.152	0.023	13.461	0.023	12.001	0.026	11.104	0.023	9.689	0.028	9.324	0.021	8.948	0.024	8.527	0.022	99.999	99.999																																																																				
48114	SSTISAGEMA_J045347.62-684550.3	SSTM1SAGE1_J045347.49-684550.1	0	1001434706	1536794503	1529274050	1615000713	73.448441	-68.763991	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.43	0.01	11.2	0.01	10.21	0.02	9.317	0.028	8.872	0.022	8.635	0.038	8.31	0.014	8.085	0.028																																																																				
																																		3	3		    CAGB	71.6131	-68.7963	22399744	40159	      Kemper	20.152	20.746	19.051	16.383	OGLE-LMC-LPV-02759	19.386	16.401	1.573	388.7	2MASS J04462712-6847469	15.018	13.282	11.717	04462713-6847470	13.48	11.95	10.68	SSTISAGEMA J044627.10-684747.0	9.8544	9.1327	8.71	8.2771	0.03212	0.03994	0.0377	0.0317	SSTM1SAGE1 J044627.07-684746.8	7.3256	0.0084															-4.09			0	3		MC J044627.10-684747.0	45.909.2     	386	397		LPV.-02759	389	C-AGB          	04 46 27.15	-68 47 46.83
																																		9	4042	        IRAS 04518-6852	    CAGB	72.9192	-68.793	27985664	50338	    Matsuura																		SSTISAGEMA J045140.57-684734.6	12.6057	10.3824	8.6148	7.0365	0.002548	0.01264	0.0412	0.0995	SSTM1SAGE1 J045140.60-684734.8	4.1964	0.1503															-4.31			0	9	IRAS 04518-6852          	MC J045140.57-684734.6							C-AGB          	04 51 40.63	-68 47 34.82
																																		18	18		    CAGB	73.4345	-66.1961	24319232	40159	      Kemper														04534425-6611460			16.18	SSTISAGEMA J045344.24-661146.0	11.5103	9.7075	8.1915	6.7788	0.006989	0.02352	0.0608	0.1261	SSTM1SAGE1 J045344.26-661145.8	4.2168	0.1475															-4.72			0	18		MC J045344.24-661146.0							C-AGB          	04 53 44.28	-66 11 45.76
																																		41	41		    CAGB	76.2635	-69.4074	24314880	40159	      Kemper					OGLE-LMC-LPV-16169	16.77	14.082	0.209	217.1	2MASS J05050322-6924266	12.441	11.353		05050321-6924265	12.47	11.44	10.83	SSTISAGEMA J050503.21-692426.5	10.1231	10.2071	10.1029	9.6672	0.02508	0.01485	0.0105	0.0088	SSTM1SAGE1 J050503.22-692426.8	9.5605	0.0011															-4.53			0	41		MC J050503.21-692426.5					LPV.-16169	217	C-AGB          	05 05 03.22	-69 24 26.51
																																		45	45		    CAGB	76.5315	-71.6967	22409984	40159	      Kemper										2MASS J05060754-7141482	12.638	11.387	10.488	05060752-7141483	14.04	12.59	11.38	SSTISAGEMA J050607.50-714148.4	9.8334	9.4748	9.1545	8.8742	0.03275	0.02915	0.0251	0.0183	SSTM1SAGE1 J050607.49-714148.4	8.3314	0.0033															-4.09			0	45		MC J050607.50-714148.4	38.4132.5    	346					C-AGB          	05 06 07.51	-71 41 48.12
																																		51	51	     SHV 0507252-690238	    CAGB	76.7895	-68.9806	22411520	40159	      Kemper					OGLE-LMC-LPV-18832	18.286	14.855	0.822	507.1	2MASS J05070939-6858494	12.635	11.148	10.057	05070940-6858494	12.07	10.75		SSTISAGEMA J050709.43-685849.4	8.551	8.3848	8.206	7.7726	0.1067	0.07955	0.06	0.0505	SSTM1SAGE1 J050709.37-685849.7	7.5607	0.0068															-5.21			0	51	SHV 0507252-690238       	MC J050707.81-685852.7	1.4294.22    			u	LPV.-18832	507	C-AGB          	05 07 09.47	-68 58 50.18
																																		53	53		    CAGB	76.9707	-68.2129	22411776	40159	      Kemper					OGLE-LMC-LPV-19934	21.738	18.068	1.511	301.8	2MASS J05075293-6812464	15.51	13.72	12.131	05075294-6812465	14.5	12.96	11.6	SSTISAGEMA J050752.93-681246.5	9.9162	9.2629	8.6805	8.2074	0.03035	0.03543	0.0388	0.0338	SSTM1SAGE1 J050752.91-681246.5	7.4789	0.0073															-3.74			0	53		MC J050752.93-681246.5	19.4427.193  	335	335		LPV.-19934	302	C-AGB          	05 07 53.01	-68 12 46.38
																																		57	57	               KDM 2187	    CAGB	77.1516	-69.7209	22412800	40159	      Kemper	20.841	20.32	17.074	14.994	OGLE-LMC-LPV-20969	17.018	14.711	0.541	758.2	2MASS J05083643-6943154	12.983	11.905	11.417	05083644-6943155	12.76	11.87	11.39	SSTISAGEMA J050836.39-694315.7	10.7859	10.8357	10.6449	10.1755	0.01362	0.008322	0.0063	0.0055	SSTM1SAGE2 J050836.49-694315.9	9.3632	0.0013															-3.85			0	57	KDM 2187                 	MC J050836.39-694315.7	5.4525.42    	1229	1361		LPV.-20969	758	C-AGB          	05 08 36.42	-69 43 15.11
																																		60	60		    CAGB	77.6182	-68.7421	22414080	40159	      Kemper					OGLE-LMC-LPV-24027		19.888	1.685	464.8	2MASS J05102834-6844313	15.357	13.133	11.346	05102836-6844314	16.29	14.07	12.08	SSTISAGEMA J051028.34-684431.4	9.9347	8.9744	8.2271	7.5664	0.02983	0.04622	0.0589	0.0611	SSTM1SAGE1 J051028.27-684431.2	6.4246	0.0193															-4.13			0	60		MC J051029.27-684431.2					LPV.-24027	465	C-AGB          	05 10 28.38	-68 44 31.44
																																		65	65	        IRAS 05133-6937	    CAGB	78.2576	-69.5642	22415104	40159	      Kemper										2MASS J05130179-6933510		16.44		05130181-6933511	16.98	16.34	16.27	SSTISAGEMA J051301.75-693351.0	15.8415	13.7052	10.6954	7.8631	0.0001294	0.0005922	0.0061	0.0465	SSTM1SAGE1 J051301.82-693351.0	3.3223	0.3362															-4.43			0	65	IRAS 05133-6937          	MC J051301.75-693351.0							C-AGB          	05 13 01.80	-69 33 51.21
																																		66	66		    CAGB	78.2769	-69.1629	22415360	40159	      Kemper					OGLE-LMC-LPV-28579		17.619	1.587	356.2	2MASS J05130642-6909462	14.157	12.302	10.892	05130642-6909462	14.99	13.17	11.54	SSTISAGEMA J051306.41-690946.2	9.3147	8.629	8.0822	7.6039	0.0528	0.06352	0.0673	0.059	SSTM1SAGE1 J051306.49-690946.3	6.8259	0.0133															-4.45			0	66	OGLE J051306.52-690946.4 	MC J051306.49-690955.3	79.5259.938  			u	LPV.-28579	356	C-AGB          	05 13 06.43	-69 09 46.53
																																		80	80		    CAGB	79.5136	-68.8307	22418944	40159	      Kemper					OGLE-LMC-LPV-38325	18.892	15.696	1.307	348.9					05180329-6849506	13.49	12.1	10.95	SSTISAGEMA J051803.26-684950.7	9.5012	9.1896	8.834	8.4396	0.04447	0.03791	0.0337	0.0273	SSTM1SAGE1 J051803.24-684950.2	7.8472	0.0052															-4.15			0	80		1C J051803.28-684950.6					LPV.-38325	349	C-AGB          	05 18 03.28	-68 49 50.29
																																		87	87	2MASS J05191049-6933453	    CAGB	79.7945	-69.5628	22420224	40159	      Kemper										2MASS J05191049-6933453	11.778	10.556	9.86	05191051-6933453	11.88	10.68		SSTISAGEMA J051910.49-693345.3	9.1571	9.3777	9.4791	8.8449	0.06106	0.03187	0.0186	0.0188	SSTM1SAGE1 J051910.52-693345.0	7.72	0.0059															-5.03			0	87	2MASS J05191049-6933453  	MC J051910.49-693345.3	78.6342.4688 			u	LPV.-40465	481	C-AGB          	05 19 10.63	-69 33 46.51
																																		98	98		    CAGB	80.675	-69.2572	22423040	40159	      Kemper		21.271	20.185	17.851	OGLE-LMC-LPV-47888	20.011	17.441	1.51	416.5	2MASS J05224199-6915259	15.794	13.603	11.81	05224198-6915260	14.47	12.76	11.22	SSTISAGEMA J052241.93-691526.2	9.702	8.9353	8.3283	7.7662	0.03696	0.04791	0.0536	0.0508	SSTM1SAGE1 J052241.95-691526.2	6.8284	0.0133															-4.35			0	98	OGLE 052242.09-691526.2  	MC J052241.93-691526.2	80.6831.630  	411			LPV.-47888	417	C-AGB          	05 22 42.01	-69 15 26.04
																																		126	126	2MASS J05304499-6821289	    CAGB	82.6875	-68.3581	22429696	40159	      Kemper					OGLE-LMC-LPV-64345	19.66	16.32	1.694	425.5	2MASS J05304499-6821289		12.634	11.14	05304497-6821291	14.54	12.71	11.2	SSTISAGEMA J053045.01-682129.1	9.0119	8.6294	8.2556	7.7686	0.06979	0.06351	0.0573	0.0507	SSTM1SAGE1 J053044.95-682129.3	7.1892	0.0095															-4.68			0	126	KDM 4554                 	MC J053044.55-682119.2	8.8176.2019  	467	612		LPV.-64345	426	C-AGB          	05 30 45.03	-68 21 29.11
																																		140	140	            MSX LMC 736	    CAGB	83.2786	-70.5095	24314112	40159	      Kemper		19.339	18.744							2MASS J05330680-7030348	13.762	13.054	12.463	05330688-7030336	17.86		14.08	SSTISAGEMA J053306.86-703033.9	9.9564	8.5741	7.4169	6.3789	0.02924	0.06682	0.1242	0.1823	SSTM1SAGE1 J053306.82-703034.1	4.4096	0.1235															-4.56			0	140	MSX LMC 736              	MC J053306.86-703033.9							C-AGB          	05 33 06.86	-70 30 34.22
																																		156	156		    CAGB	84.8748	-69.9656	22437376	40159	      Kemper		21.486	20.459	17.308	OGLE-LMC-LPV-77631	21.42	17.202	1.177	398.5	2MASS J05392998-6957557	14.207	12.42	10.979	05392999-6957558	15.4	13.46	11.8	SSTISAGEMA J053930.01-695755.8	9.341	8.7632	8.263	7.7839	0.05154	0.05614	0.057	0.05	SSTM1SAGE1 J053929.95-695755.9	7.0265	0.0111															-4.3			0	156	OGLE J053930.16-695755.8 	MC J053930.06-695800.9	81.9603.512  	405			LPV.-77631	399	C-AGB          	05 39 29.94	-69 57 56.27
																																		167	167	        IRAS 05416-6906	    CAGB	85.3363	-69.0789	22440704	40159	      Kemper														05412075-6904438			16.97	SSTISAGEMA J054120.73-690443.6	12.4793	10.163	8.3845	6.7214	0.002863	0.01546	0.0509	0.133	SSTM1SAGE1 J054120.68-690443.6	3.782	0.2202															-5.01			0	167	IRAS 05416-6906          	MC J054121.18-690438.7							C-AGB          	05 41 20.69	-69 04 44.46
																																		181	181		    CAGB	86.158	-67.6161	22444544	40159	      Kemper										2MASS J05443787-6736576	14.09	12.397	10.977	05443788-6736577	14.14	12.47	11.07	SSTISAGEMA J054437.87-673657.7	9.395	8.7702	8.329	7.8485	0.04904	0.05578	0.0536	0.0471	SSTM1SAGE1 J054437.86-673657.9	7.1296	0.0101															-4.52			0	181		MC J054437.87-673657.7	68.10486.408 			u			C-AGB          	05 44 37.92	-67 36 58.17
